+1.80, -0.00, -2.71, +1.89, +0.09, +0.91, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, -0.00, -2.71, -1.80, +0.09, +0.91, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+1.62, -0.00, -2.80, +1.89, +0.09, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, -0.00, -2.80, +0.52, +0.09, -2.71, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
+0.42, +0.77, -0.61, +0.48, +0.79, -0.53, 0.8, 0.8, 0.8, 1.0, 1.00, 1.0
+0.29, +0.76, -0.72, +0.52, +0.77, -0.49, 0.3, 0.3, 1.0, 1.0, 1.00, 1.0
-0.08, +0.79, -0.93, +0.08, +1.02, -0.90, 0.8, 0.8, 0.8, 1.0, 1.00, 1.0
-0.15, +0.76, -0.98, +0.15, +0.79, -0.75, 0.8, 0.8, 0.8, 1.0, 1.00, 1.0
-0.21, +0.76, -0.67, +0.21, +0.78, -0.53, 0.8, 0.8, 0.8, 1.0, 1.00, 1.0
-0.33, +0.90, -0.91, +0.33, +1.36, -0.86, 0.8, 0.8, 0.8, 1.0, 1.00, 1.0
-1.89, +2.44, -2.80, +1.89, +2.50, +0.91, 0.9, 0.9, 0.9, 0.5, 0.05, 0.9
+1.80, +1.16, -1.13, +1.83, +1.22, -1.07, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.16, -0.15, +1.83, +1.22, -0.09, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.16, -1.07, +1.83, +1.22, -0.15, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.83, -1.13, +1.83, +1.89, -1.07, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.83, -0.15, +1.83, +1.89, -0.09, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.83, -1.07, +1.83, +1.89, -0.15, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.22, -1.13, +1.83, +1.83, -1.07, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.80, +1.22, -0.15, +1.83, +1.83, -0.09, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.81, +1.22, -1.07, +1.83, +1.83, -0.15, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.18, +0.34, -0.21, +0.18, +0.43, -0.19, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.18, +0.34, +0.19, +0.18, +0.43, +0.21, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.19, +0.34, -0.17, +0.21, +0.43, +0.17, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.21, +0.34, -0.17, -0.19, +0.43, +0.17, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.81, +0.64, -1.08, +0.83, +0.73, -0.37, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.83, +0.64, -1.08, -0.81, +0.73, -0.37, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.79, +0.64, -1.13, +0.79, +0.73, -1.10, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.79, +0.64, -0.35, +0.79, +0.73, -0.32, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.18, +0.70, +0.19, +0.18, +0.81, +0.21, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.18, +0.85, +0.19, +0.18, +0.96, +0.21, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.18, +0.46, +0.17, +0.22, +0.98, +0.23, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.22, +0.46, +0.17, -0.18, +0.98, +0.23, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.18, +0.00, -0.23, +0.22, +0.43, -0.17, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.22, +0.00, -0.23, -0.18, +0.43, -0.17, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.18, +0.00, +0.17, +0.22, +0.43, +0.23, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.22, +0.00, +0.17, -0.18, +0.43, +0.23, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
-0.25, +0.43, -0.25, +0.25, +0.46, +0.23, 0.9, 0.8, 0.4, 1.0, 1.00, 1.0
+0.79, +0.00, -1.15, +0.85, +0.73, -1.08, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.85, +0.00, -1.15, -0.79, +0.73, -1.08, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+0.79, +0.00, -0.37, +0.85, +0.73, -0.30, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.85, +0.00, -0.37, -0.79, +0.73, -0.30, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
-0.91, +0.73, -1.18, +0.91, +0.76, -0.27, 0.6, 0.5, 0.2, 1.0, 1.00, 1.0
+1.83, +0.09, -2.74, +1.89, +2.44, +0.91, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
+0.52, +2.15, -2.80, +1.62, +2.44, -2.74, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
+1.62, +0.09, -2.80, +1.89, +2.44, -2.74, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -2.80, +0.52, +2.44, -2.74, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +2.07, -2.38, -1.83, +2.44, -1.58, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +2.07, -1.31, -1.83, +2.44, -0.52, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +2.07, -0.24, -1.83, +2.44, +0.55, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -2.74, -1.83, +2.44, -2.38, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, +0.55, -1.83, +2.44, +0.91, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -1.58, -1.83, +2.44, -1.31, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -0.52, -1.83, +2.44, -0.24, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -2.38, -1.83, +0.52, -1.58, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -1.31, -1.83, +0.52, -0.52, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.89, +0.09, -0.24, -1.83, +0.52, +0.55, 0.4, 0.8, 0.6, 0.1, 0.50, 0.9
-1.85, +1.25, -0.15, -1.81, +1.28, +0.46, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.85, +1.25, -2.29, -1.81, +1.28, -1.68, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.85, +1.25, -1.22, -1.81, +1.28, -0.61, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -0.24, -1.71, +0.61, -0.15, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, +0.46, -1.71, +0.61, +0.55, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -0.15, -1.71, +0.61, +0.46, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -0.24, -1.77, +2.07, -0.15, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, +0.46, -1.77, +2.07, +0.55, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +1.98, -0.15, -1.77, +2.07, +0.46, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, -0.24, -1.77, +1.98, -0.15, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.61, +0.46, -1.77, +1.98, +0.55, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
-1.89, +0.52, -2.38, -1.71, +0.61, -2.29, 0.9, 0.9, 0.9, 1.0, 1.00, 1.0
